proportion_train,proportion_test,value
None,0.1,1.3040418417980815
None,0.1,2.614708732544238
None,0.1,1.6338157047417223
None,0.1,7.995997935382112
None,0.1,7.200588401767549
None,0.1,0.35646824683663136
None,0.1,0.68314476559625
None,0.1,0.2892083955624002
None,0.1,0.10079333809006903
None,0.1,1.137421189411603
None,0.1,2.1769522999554693
None,0.1,0.19809991103635224
None,0.1,1.1171045566678006
None,0.1,0.4818120587743233
None,0.1,2.2063511980270896
None,0.1,0.30771063851937797
None,0.1,0.7944247874675259
None,0.1,0.7383887733351835
None,0.1,0.9329906203401651
None,0.1,7.284206553782602
None,0.1,6.371532126893638
None,0.1,0.06180951176323536
None,0.1,5.624569826572961
None,0.1,4.603352988453928
None,0.1,0.6300252950217438
None,0.1,0.5862726562231216
None,0.1,3.767236831811907
None,0.1,1.0514582212776031
None,0.1,2.1042796816287384
None,0.3,2.525408645089325
None,0.3,0.9144119416102421
None,0.1,1.454200019777099
None,0.3,3.1588470643368565
None,0.3,1.0118180762944131
None,0.3,3.102560308514862
None,0.3,3.0074946571457506
None,0.3,3.401743068807994
None,0.3,2.746298574082445
None,0.3,0.7842827432293107
None,0.3,0.6383530304034807
None,0.3,1.9062701797029453
None,0.3,0.8163525677881988
None,0.3,1.0959642542326398
None,0.3,3.167058095535072
None,0.3,3.0753233483209597
None,0.3,1.9185823014131826
None,0.3,0.6534463349203403
None,0.3,1.6255619373424115
None,0.3,2.9788097604830424
None,0.3,0.9874457467131521
None,0.3,2.6111988465705513
None,0.3,1.521200863014597
None,0.3,0.8523980660793458
None,0.3,1.3346339159603386
None,0.3,0.8931750574560232
None,0.3,0.9288626866202414
None,0.3,3.402637565143255
None,0.3,2.5811320140521405
None,0.3,0.9717046750734785
None,0.3,3.1499480485528517
None,0.5,2.722014573091342
None,0.5,1.3787619072651496
None,0.5,0.7736956075050351
None,0.5,2.2878727447494644
None,0.5,1.0913175359148133
None,0.5,0.7843381509225192
None,0.5,2.075522490043001
None,0.5,1.145542494934831
None,0.5,2.2958336301434414
None,0.5,1.0980206154781635
None,0.5,0.8075008784077372
None,0.5,0.8447719660445925
None,0.5,1.8482280317093527
None,0.5,1.8365268135852528
None,0.5,2.4655857454401637
None,0.5,2.269691406599392
None,0.5,1.2351116635464994
None,0.5,3.01994266981149
None,0.5,2.190811524657523
None,0.5,2.3365766396450924
None,0.5,2.2473935677395236
None,0.5,1.2110829531080907
None,0.5,0.8318895504960685
None,0.5,1.1330847881285495
None,0.5,2.6296323131411734
None,0.5,1.002236425087793
None,0.5,1.4406456220988946
None,0.5,0.6780686745920125
None,0.5,1.641989724071543
None,0.5,0.9698152140211671
None,0.7,1.911377494143768
None,0.7,1.867931254476207
None,0.7,1.32956468413176
None,0.7,1.2746231977368596
None,0.7,1.0931738857483957
None,0.7,1.7833972131311115
None,0.7,1.7697274362083792
None,0.7,1.9849491335701175
None,0.7,2.2116269903701054
None,0.7,1.9660319585976158
None,0.7,0.7291478840338572
None,0.7,1.9952719657058944
None,0.7,1.864652080573343
None,0.7,1.9963096426197344
None,0.7,1.8947478099024002
None,0.7,0.9409285273804295
None,0.7,1.8328744990543737
None,0.7,1.0337480448730008
None,0.7,2.0101500530428926
None,0.7,1.877895439177836
None,0.7,1.7855033086730447
None,0.7,1.9283314430420784
None,0.7,1.848557978377478
None,0.7,2.0600335388068123
None,0.7,2.22382163791513
None,0.7,1.456817697422778
None,0.7,1.0607197514792026
None,0.7,1.9295017123115001
None,0.7,1.8947758540413773
None,0.7,1.6945482241622378
None,0.9,1.7692496767141
None,0.9,1.783290093190083
None,0.9,1.0681189129385167
None,0.9,1.6792882604257313
None,0.9,1.6914593287321749
None,0.9,1.6270289707248433
None,0.9,1.5925067389352785
None,0.9,1.7557443112559266
None,0.9,1.7530552857143025
None,0.9,1.5437468394639837
None,0.9,1.1028287557436847
None,0.9,1.7887255053208804
None,0.9,1.8030124180486389
None,0.9,1.6294414543303801
None,0.9,1.746411676114793
None,0.9,1.7681941989681298
None,0.9,1.8060978667659906
None,0.9,1.008016979457858
None,0.9,1.7904905294997757
None,0.9,1.06081508527359
None,0.9,1.8665494602146944
None,0.9,1.7361162780523682
None,0.9,1.8716649557979361
None,0.9,1.7538407324119916
None,0.9,1.7742037825919816
None,0.9,1.7613133523102102
None,0.9,1.834575473741988
None,0.9,1.7243296488695172
None,0.9,1.809991277547943
None,0.9,1.6746549706743474
